Index,GNI_real,GDP_real,INDPRO,IPFPNSS_1,IPFPNSS_2,IPFINAL_1,IPFINAL_2,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,PAYEMS,ICSA ,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOV,CES0600000007,AWOTMAN,AWHMAN,CES0600000008,CES2000000008,CES3000000008,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,DPCERA3M086SBEA,RETAILx,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,ISRATIOx,UMCSENTx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,DTCOLNVHFNM,DTCTHFNM,INVEST,KR.MIR,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTH,EXKRUSx,EXKRJPx,EXKREUx,EXKRCNx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,KOSPI,KOSPIdivyield,KOSPIPE,VKOSPI,US.FFR
2020.5.1,1992651.276,1986609.457,90.8,99.5,97.9,91.7,92.9,92.9,83,97.4,92.2,90.4,83,97.4,90.4,97.9,95.1,89.4,91327,0.37,63,5033.2,4.5,3.276681171,6,735,543,443,100,25130.2,110693,5010157,12548,1361876,3635733,2456859,1139867,13114217,3079161,"1,021,673","1,061,051",1148043,4327150,152.9,15.6,157.4,3307193,3402686,3032428,47158,5676,19572,11751,10159,155769,22149,62591,27357,43672,235162.1,105.5,6613615,1050554,3668119,58724853,114.7,78.4,1034074.1,3046050.5,30632.044,210307.2,76961117.8,16920.7,958334,1018533,437641.7,0.22029579,22134821,1103055,1163963.2,0.7,1.92,0.671,0.735,0.779,0.878,1.394,2.179,8.44,1.22,-0.029,0.035,0.079,0.178,0.694,1.479,7.74,98.42,1239.4,1150.63,1372.57,172.63,99.88,99.84,98.75,86.12,32.6,98.86,99.44,99.94,96.06,100.36,98.89,99.57,99.92,99.93,99.88,99.8,16,0.6,-3,1965.17,2.15,19.62,27.242,0.05
2020.6.1,1992651.276,1986609.457,96.7,99.6,99.1,96.4,101.9,101.9,103.3,101.3,95.6,95.7,103.3,101.3,96.5,100.2,101.7,96,105420,0.4,63.2,5048.8,4.3,3.142050733,4,715,513,405,108,25231.2,105775,4991834,12577,1358749,3620508,2440679,1140753,13158335,3059541,"1,020,113","1,043,177",1149370,4373197,169.2,14.9,177.7,3301737,3405023,3033734,53889,11323,21597,7211,13758,188848,25808,74187,39870,48983,235162.1,103.2,6954738,1144964,4377952,57537479,105.3,82.7,1060079.8,3077284.1,30862.342,220161.7,78405256.8,22992.3,958334,1018533,437641.7,0.22029579,22221413,1109118.1,1185238.5,0.48,1.56,0.612,0.672,0.719,0.85,1.392,2.218,8.515,1.08,0.132,0.192,0.239,0.37,0.912,1.738,8.035,99.03,1200.7,1116.05,1350.19,169.66,100.15,100.18,99.18,91.31,40.07,98.915,99.71,99.94,97.63,100.8,99.41,99.87,99.98,100.02,99.91,99.8,16,0.6,-3,2134.7,2.06,24.18,30.673,0.08
2020.7.1,2042579.135,2028182.285,98.5,101.3,100.2,100.3,104.7,104.7,110.8,101.8,98.9,97.5,110.8,101.8,98.7,96.8,96.6,98.6,104692,0.38,63.1,5076,4,3.188246795,3,606,532,420,112,25278,114461,4981595,12510,1352241,3616844,2438219,1139436,13208097,3054731,"1,021,454","1,034,941",1150378,4407514,173.3,15.8,184.2,3289982.667,3393753,3054202,62822,10094,19694,20707,12327,229026,30233,90997,47114,60682,237250.9,100.7,6936320,1432956,3964612,56512733,102.6,85.1,1076665.6,3093300.1,31047.878,208587.6,78866091.1,34374.6,983359,1044131,448770,0.221267094,22285046,1116049.9,1195159,0.48,1.48,0.594,0.63,0.689,0.826,1.36,2.219,8.544,1,0.114,0.15,0.209,0.346,0.88,1.739,8.064,98.94,1191.4,1137.32,1411.21,170.26,99.98,99.43,99.6,97.17,42.53,99.1,99.63,100.26,99.62,99.84,99.04,100.59,100.15,100.17,99.96,100.4,-1.5,1.5,1.5,2195.95,1.92,26.04,23.709,0.09
2020.8.1,2042579.135,2028182.285,99.9,93.6,99.7,100,102.3,102.3,108.2,99.6,99.7,98.8,108.2,99.6,99.7,102.9,94.7,98.8,115148,0.47,62.4,5082.7,3.1,3.365169277,3,367,497,357,140,25286.9,90580,4965430,12546,1342058,3610826,2428475,1143335,13255357,3047164,"1,017,466","1,025,896",1151858,4526697,156.4,16.6,160.3,3310841.667,3396571,3057754,31003,2535,11818,3667,12983,257294,33319,102324,52956,68695,237250.9,100.3,6984451,1421752,3592764,56594980,103.2,89.1,1087250.7,3100373.4,30944.939,218973.5,79426417.7,41647.1,983359,1044131,448770,0.221267094,22314037,1128096.9,1205770.2,0.5,1.43,0.588,0.62,0.671,0.829,1.373,2.192,8.542,0.93,0.088,0.12,0.171,0.329,0.873,1.692,8.042,98.86,1185.1,1123,1411.22,172.31,100.34,100.11,99.87,96.81,43.92,99.855,100.19,100.25,99.83,99.76,99.91,100.42,100.44,100.36,100.03,100.4,-1.5,1.5,1.5,2349.87,1.85,26.7,24.385,0.1
2020.9.1,2042579.135,2028182.285,104.3,105,99.7,100.2,103.5,103.5,111.4,99.8,99.1,105.4,111.4,99.8,104.6,100.4,98.3,103.6,109750,0.4,62.5,5019.5,3.6,3.152007104,3,561,439,303,136,25208.1,98724,4949379,12483,1326557,3610339,2424900,1146353,13291584,3029476,"1,014,241","1,011,809",1154854,4580726,165.7,17.9,176.4,3316223.333,3405337,3068390,48509,2756,16953,12375,16425,292980,38551,113064,62257,79108,237250.9,103.1,7449709,807170,4159007,55004057,96,80.3,1110397.1,3115238.9,30923.555,216881,80556888.9,30008.1,983359,1044131,448770,0.221267094,22376772,1138181,1197290.5,0.48,1.21,0.636,0.689,0.705,0.908,1.5,2.239,8.59,0.73,0.156,0.209,0.225,0.428,1.02,1.759,8.11,99.02,1173.5,1112.06,1369.42,171.9,100.49,100.6,99.88,97.38,41.37,100.34,100.74,100.27,99.4,99.31,101.34,100.32,100.22,100.16,100.09,100.4,-1.5,1.5,1.5,2371.52,1.85,27.79,24.2,0.09
2020.10.1,2075410.3,2058466.5,103.5,94.6,101,103,101.6,101.6,106.1,99.6,102.3,104.1,106.1,99.6,103.6,102,101.1,103.5,120276,0.42,62.7,5048,3.7,3.291237882,3,606,422,260,162,25256.3,88193,4965415,12584,1347685,3605146,2423044,1142883,13373925,3021500,"1,014,872","1,000,960",1154055,4633789,154.6,19.1,163.4,3336063.667,3402731,3078477,34356,2979,12820,6986,11571,326237,45625,126011,67121,87480,234997.4,101.7,7371798,2876258,3970429,56035731,93.5,92.6,1130987.6,3152811.6,31471.467,218553.2,81523731.3,40436.9,1001414,1071872,459895.3,0.223416461,22419477,1149710.3,1203255,0.51,1.11,0.632,0.698,0.68,0.91,1.507,2.239,8.598,0.6,0.122,0.188,0.17,0.4,0.997,1.729,8.088,101.48,1133.4,1083.5,1323.07,168.81,99.58,98.76,99.37,92.57,40.81,100.475,100.18,100.17,99.05,99.62,101.33,100.59,99.17,99.5,100.19,100.6,-2.9,-1.5,-0.3,2357.82,1.89,27.23,22.774,0.09
2020.11.1,2075410.3,2058466.5,104.3,99,101.7,100.9,99.8,99.8,99,100.1,102.6,106,99,100.1,104.5,101,99.7,103.6,125697,0.51,62.8,5098.8,3.4,3.384885097,9,503,463,321,142,25460.7,89846,4972114,12616,1355193,3604305,2422103,1143418,13359753,3008021,"1,009,773","990,931",1150584,4656165,167.1,17.9,178,3334965.667,3404215,3072041,39827,3413,13487,7157,15770,360711,50457,141107,71829,97318,234997.4,103.4,7473036,1709848,3904711,55379511,93,99,1139632.4,3183500.9,31806.383,221264.9,82362402.1,42104.7,1001414,1071872,459895.3,0.223416461,22476296,1166027.4,1218172,0.49,1.1,0.647,0.715,0.7,0.965,1.61,2.247,8.636,0.61,0.157,0.225,0.21,0.475,1.12,1.757,8.146,102.91,1104.4,1061.57,1321.58,168.02,99.25,98.43,99.28,92.03,43.47,101.1,100.09,100.27,98.59,99.5,99.97,100.56,100.19,100.16,100.28,100.6,-2.9,-1.5,-0.3,2504.18,1.65,31.17,21.248,0.09
2020.12.1,2075410.3,2058466.5,105.3,97.5,100.2,106,97.9,97.9,94.4,99.5,104.8,107.1,94.4,99.5,105.5,101.6,98.1,104,130966,0.37,61.6,5015.8,4.1,3.358479845,10,667,468,338,130,24943.7,107921,4927402,12706,1317864,3596832,2416420,1141685,12993712,2995163,"1,007,608","980,394",1145549,4436542,172.4,17.6,181.8,3476313.333,3448720,3356569,108206,8280,55880,14274,29772,457514,58181,194120,85536,119677,234997.4,101.5,8094105,7453633,4630272,60079339,94.3,90.8,1164720.1,3197671.2,31871.536,221503.7,83648252.6,36676.5,1001414,1071872,459895.3,0.223416461,22521686,1173695.4,1197476.2,0.51,1.09,0.656,0.727,0.719,0.97,1.675,2.211,8.619,0.58,0.146,0.217,0.209,0.46,1.165,1.701,8.109,103.44,1088,1054.26,1338.24,166.96,99.47,99.06,100.02,95.37,49.63,102.935,100.33,100.33,99.51,99.4,100.25,100.25,100.39,100.26,100.37,100.6,-2.9,-1.5,-0.3,2755.77,1.48,29.47,20.914,0.09
2021.1.1,2050536.171,2089566.998,105.3,92.5,100.1,107.6,100,100,108.2,96.3,107.3,106.6,108.2,96.3,105.4,104.2,92.1,103.5,133554,0.29,60.9,4892.5,5.7,3.346687167,15,1079,491,366,125,24350.3,211916,4920670,12765,1307793,3600112,2415576,1145398,12994448,2996464,"1,014,216","981,917",1147116,4430952,162,17.2,170.8,3445066.667,3490185,3240650,29697,2138,15534,4729,7296,26183,2695,9468,5720,8300,237449.4,95.8,7492392,2261774,5142904,60988801,94.6,95.2,1183360.4,3223486.7,31903.075,223711.5,84613624.9,34649.6,1031062,1101007,470855.4,0.22533635,22589607,1181802.1,1206789.4,0.49,1.03,0.55,0.69,0.695,0.975,1.731,2.143,8.543,0.54,0.06,0.2,0.205,0.485,1.241,1.653,8.053,102.51,1114.6,1069.26,1351.12,171.45,100.4,100.54,101.44,103.35,54.65,105.355,101.04,100.19,101.82,100.22,101.21,99.71,100.89,100.56,100.46,101.1,-0.9,1.4,1.2,3089.27,1.43,30.59,30.82,0.09
2021.2.1,2050536.171,2089566.998,108.7,94.4,102.2,110.1,103.4,103.4,104.1,103.1,110.2,111.1,104.1,103.1,109.2,101,102.7,106.5,124791,0.46,61.6,4943.3,4.9,3.493077941,19,820,534,395,139,24798.3,109671,4930507,12832,1317899,3599776,2417585,1142743,13067976,3006950,"1,017,728","986,941",1154843,4444675,144.1,15.8,154,3368924.333,3475916,3103757,44608,4833,22048,3321,14406,59830,9599,21139,11166,17926,237449.4,92.5,6949502,3567963,5141450,63782073,93.4,97.4,1206555.6,3271405.8,32205.216,236265.6,86676255.5,43082,1031062,1101007,470855.4,0.22533635,22632463,1190056.7,1236992.3,0.49,1,0.507,0.684,0.671,0.995,1.845,2.055,8.439,0.51,0.017,0.194,0.181,0.505,1.355,1.565,7.949,101.53,1108.4,1043.15,1349.86,171.86,100.94,101.41,103.12,109.7,61.25,106.87,101.58,100.24,102.55,100.23,102.07,99.44,101.16,100.7,100.64,101.1,-0.9,1.4,1.2,3092.41,1.41,30.98,28.411,0.08
2021.3.1,2050536.171,2089566.998,107.4,95.3,103.8,108.7,101.5,101.5,103.6,100.5,109.2,109.4,103.6,100.5,107.8,101.5,98.3,105,170151,0.47,62.5,5044.9,4.3,3.58552348,21,676,539,411,128,25217,148911,4980063,12638,1352118,3615307,2426168,1149843,13243608,3033015,"1,028,243","996,572",1164421,4533389,172.1,17.8,183.6,3433907.667,3487320,3220563,63062,4400,27910,7895,22857,105184,16290,36515,22964,29415,237449.4,103.2,8705493,8094461,6300256,70231546,93.1,100.6,1231321.1,3313182.2,32533.211,234792.4,88020936.4,35493.6,1031062,1101007,470855.4,0.22533635,22676910,1197922.8,1252709.8,0.49,1,0.501,0.681,0.684,1.133,2.04,2.091,8.459,0.51,0.011,0.191,0.194,0.643,1.55,1.601,7.969,101.07,1133.5,1027.33,1328.29,172.35,101.58,102.48,105.22,117.82,64.29,109.4,101.84,100.25,103.97,100.31,102.4,99.33,101.35,100.82,100.84,101.1,-0.9,1.4,1.2,3032.47,1.38,31.67,25.132,0.07
2021.4.1,2127294.839,2119047.566,106.5,94.3,104.4,112.4,101.6,101.6,105,100,113.6,107.1,105,100,106.6,103.4,97.2,103.5,158136,0.49,63,5057.3,4,3.529633326,15,652,495,366,129,25428.5,103354,5010208,12671,1376539,3620998,2430017,1151197,13348720,3055022,"1,036,166","1,005,572",1173502,4568401,172.1,16.8,183.9,3411800.333,3515682,3170103,49460,3055,18788,9524,18093,149793,26397,51895,27065,44436,244576.6,103.2,8817536,2914782,5897751,71972662,92.6,102.5,1257170.1,3358874.9,32936.604,234431.3,89792872.9,40313.7,1056502,1124651,490797.7,0.231612404,22697251,1216813.4,1271473.5,0.48,0.98,0.486,0.66,0.659,1.138,2.041,1.983,8.351,0.5,0.006,0.18,0.179,0.658,1.561,1.503,7.871,102.27,1107.4,1016.9,1342.33,171.2,101.39,101.78,106.92,120.13,63.13,113.41,101.98,100.2,104.71,100.03,102.43,99.5,101.59,101.01,100.98,102.7,-1.3,1.2,4,3165.08,1.34,32.6,18.032,0.07
2021.5.1,2127294.839,2119047.566,105.4,90.7,104.7,109.6,99.5,99.5,97.1,100.6,110.7,107.9,97.1,100.6,105.5,105.4,94.5,102.6,150061,0.51,63.7,5088,4,3.491536743,10,641,508,381,127,25681.6,86459,5024949,12694,1384788,3627467,2433208,1154715,13438871,3067869,"1,044,628","1,008,978",1182778,4594400,156.9,18,164.8,3424716.333,3527400,3173795,56134,4026,16556,7618,27934,186743,30915,63229,33953,58646,244576.6,107.5,8560174,3655217,5767854,74223015,93.8,105.7,1264219.8,3379753.9,33118.608,238704.9,90010953.4,43876.3,1056502,1124651,490797.7,0.231612404,22714772,1212641.6,1287010.1,0.48,0.97,0.472,0.639,0.611,1.134,2.131,1.891,8.259,0.49,-0.008,0.159,0.131,0.654,1.651,1.411,7.779,100.77,1116,1015.7,1360.91,175.22,101.67,102.24,107.78,120.79,66.35,117.66,102.05,100.36,104.66,99.88,102.39,99.16,101.75,101.12,101.14,102.7,-1.3,1.2,4,3169.2,1.79,26.69,18.774,0.06
2021.6.1,2127294.839,2119047.566,106.5,92.4,105.3,110.5,101.3,101.3,102.5,100.7,111,108.6,102.5,100.7,106.6,105.4,96.4,103.5,172244,0.55,63.7,5097.7,3.8,3.555088655,11,586,507,352,155,25731.9,91028,5044590,12564,1400699,3631327,2437256,1154274,13526933,3079143,"1,050,556","1,012,482",1192314,4622986,171.5,16.9,183.9,3438803,3542977,3174557,46188,6842,16588,9953,12805,230761,37194,79845,37255,76467,244576.6,104.5,8455688,6351695,6169409,79218143,92.5,111.1,1285488.7,3413899.8,33453.207,242801.1,91314513.4,43282.7,1056502,1124651,490797.7,0.231612404,22758433,1219371.2,1308026.5,0.51,0.97,0.503,0.861,0.798,1.302,2.103,1.913,8.29,0.46,-0.007,0.351,0.288,0.792,1.593,1.403,7.78,101.03,1130,1022.12,1344.42,174.84,101.93,102.57,108.69,126.38,71.3,120.905,102.05,100.36,105.53,99.79,102.33,99.22,101.82,101.14,101.25,102.7,-1.3,1.2,4,3259.14,1.73,18.38,15.459,0.08
2021.7.1,2132511.531,2119274.195,108.7,91.6,104.9,111.5,100.4,100.4,102.3,99.5,110.9,111.2,102.3,99.5,108.6,110.7,96.5,106,163295,0.48,63.4,5087.2,3.2,3.527520051,9,441,480,351,129,25749.7,106392,5047312,12358,1396487,3638467,2442450,1156043,13590673,3103981,"1,055,119","1,024,894",1200818,4623372,168.9,16.3,182.1,3435238.333,3547592,3186350,46302,4470,13127,9485,19220,277354,46041,97099,45460,88754,245742.2,105.2,8395874,4623474,6273805,82965218,93.8,103.6,1296969,3445243,33691.013,239636.7,92026401,41741.2,1088475,1164171,496279.2,0.234174134,22811214,1232276.9,1316321.2,0.53,0.97,0.599,0.936,0.91,1.419,1.976,1.888,8.245,0.44,0.069,0.406,0.38,0.889,1.446,1.358,7.715,99.99,1147.4,1048.48,1364.6,177.12,102.62,103.15,110.57,136.74,72.14,124.41,102.26,100.38,107.07,99.91,102.38,99.74,102.14,101.45,101.39,102.7,-2.2,2.4,-0.3,3254.57,1.78,17.85,14.491,0.1
2021.8.1,2132511.531,2119274.195,109.2,91,104.3,108.1,101.4,101.4,101.8,101.2,107,112.5,101.8,101.2,109.5,104.5,95.7,105.6,179322,0.56,62.8,5053.2,2.6,3.416727058,11,310,433,301,132,25730.7,84393,5059989,12362,1401884,3645743,2445603,1160157,13640222,3125104,"1,063,470","1,034,251",1209374,4627282,159.3,16.7,166.5,3458830.667,3553455,3185258,40328,5761,15184,8566,10817,312860,50638,112426,47671,102125,245742.2,102.5,8128836,2363235,5183691,84668626,99.6,102.9,1304432.6,3487634.1,33942.911,245448.7,92488272.9,45835.6,1088475,1164171,496279.2,0.234174134,22843740,1240150.7,1325121.4,0.56,1,0.67,1.005,1.001,1.411,1.905,1.838,8.17,0.44,0.11,0.445,0.441,0.851,1.345,1.278,7.61,98.74,1164.4,1058.88,1373.7,180.09,103.03,103.62,111.75,141.07,68.73,127.525,102.75,100.38,107.9,99.92,103.09,99.84,102.45,101.7,101.58,102.7,-2.2,2.4,-0.3,3182.5,1.73,18.2,15.6,0.09
2021.9.1,2132511.531,2119274.195,108.4,93,105.9,106.4,100.1,100.1,96.9,101.5,105.2,112.1,96.9,101.5,108.7,104.7,93,105.2,159915,0.54,63,5089.4,2.7,3.438141883,8,388,368,253,115,25802.8,78657,5080445,12449,1406922,3661074,2455489,1165233,13762684,3135681,"1,070,141","1,035,961",1220690,4687675,150.4,16.1,159.8,3481225.667,3571784,3192466,52834,5369,22142,6484,18839,358990,62516,121353,53586,121535,245742.2,107.5,7994409,2953029,5370978,85655365,102.2,104.2,1328615.1,3513680.6,34057.193,251060.1,93651223.1,44356.8,1088475,1164171,496279.2,0.234174134,22875528,1248662.8,1330023.9,0.77,1.15,0.77,1.069,1.073,1.515,2.061,1.953,8.197,0.38,0,0.299,0.303,0.745,1.291,1.183,7.427,97.59,1184.9,1058.18,1374.31,183.03,103.2,104.02,112.42,141.45,72.76,129.185,103.17,100.39,107.59,99.7,104.21,100.14,102.26,101.58,101.76,102.7,-2.2,2.4,-0.3,3141.7,1.79,14.72,15.553,0.08
2021.10.1,2176104.612,2153412.838,109.2,92.1,106.8,109.6,101.2,101.2,97.6,102.8,107.7,111.4,97.6,102.8,109.4,106.2,93.2,105.7,172651,0.58,63.2,5074.4,2.8,3.391074974,10,448,339,211,128,25850.2,78586,5102965,12417,1425585,3664963,2456531,1167875,13847810,3148889,"1,073,013","1,043,236",1227513,4707734,155.5,18.3,164,3486209.333,3580163,3196515,56271,15922,12883,5783,21683,405704,70578,133245,57869,144012,250816.1,109.7,8202951,3012091,5222128,87146416,102.6,107.4,1334024.4,3543363.7,34285.087,247044.1,93956417.7,39572.9,1120627,1194597,495579.2,0.230136642,22905890,1254844.2,1337159.5,0.74,1.2,0.805,1.204,1.178,1.842,2.399,2.302,8.376,0.46,0.065,0.464,0.438,1.102,1.659,1.562,7.636,97.33,1171.7,1031.65,1368.78,183.08,103.84,105.1,114.34,147.06,81.44,132.775,103.35,100.49,109.31,99.63,104.38,100.54,102.46,101.83,101.93,103.9,1.2,-1.6,3.5,2989.87,1.85,14.25,18.658,0.08
2021.11.1,2176104.612,2153412.838,110.4,90,108.3,110.3,102.7,102.7,101.2,103.4,109.3,112.8,101.2,103.4,110.7,105.3,93.7,107.2,187289,0.62,63.1,5105.1,2.6,3.393124578,9,394,340,224,116,25983.5,88796,5137289,12267,1446026,3678996,2465995,1172104,13924006,3171210,"1,082,296","1,050,358",1239307,4713189,170.1,16.3,183.1,3476457.667,3562089,3191235,53404,4372,19764,9160,20108,448092,77999,149456,64806,155831,250816.1,109.8,8836605,3404213,5077080,88942482,101.3,108.3,1340634.6,3594723.2,34607.906,242888.7,94624528.2,33908,1120627,1194597,495579.2,0.230136642,22948389,1260637.1,1353422.6,0.796,1.34,0.893,1.339,1.339,1.953,2.355,2.492,8.374,0.544,0.097,0.543,0.543,1.157,1.559,1.696,7.578,97.49,1193.4,1049.56,1347.59,186.8,104.1,105.73,115.71,156.41,78.66,134.965,103.87,101.71,111.48,99.74,105.33,101.4,102.59,102.06,102.18,103.9,1.2,-1.6,3.5,2964.3,1.92,13.77,17.541,0.08
2021.12.1,2176104.612,2153412.838,115,97.5,108,114.9,104.2,104.2,103.8,104.3,113.8,119,103.8,104.3,115.7,104.1,96.8,111.7,197609,0.6,62.6,5126.9,3.5,3.338428204,15,629,350,241,109,25684.4,102209,5132929,12215,1443663,3677051,2464969,1171412,13856161,3185128,"1,092,620","1,055,045",1244703,4625749,174.6,15.6,186,3647415,3616799,3513763,83582,9252,42011,14879,17440,545412,83260,208088,81259,172805,250816.1,112,9087207,1677314,7569156,89771788,102.3,104.4,1346579.7,3620057.4,34794.862,248785.5,94769703.5,36755.9,1120627,1194597,495579.2,0.230136642,22986733,1261485.9,1364818.2,1.012,1.54,1,1.317,1.32,1.8,2.187,2.41,8.263,0.528,-0.012,0.305,0.308,0.788,1.175,1.398,7.251,97.9,1185.5,1030.24,1342.34,186.26,104.17,105.57,115.61,156.37,72.85,134.59,104.04,101.74,109.41,99.7,105.27,101.96,102.97,102.51,102.42,103.9,1.2,-1.6,3.5,2988.49,1.82,12.72,18.091,0.08
2022.1.1,2171143.347,2169089.32,114.8,96.9,108.7,112.4,101.9,101.9,100,103.2,112.7,119.4,100,103.2,115.2,108.6,96.5,112.5,183189,0.46,62.2,5026.4,4.1,3.293378995,10,816,328,241,87,25398.3,187030,5103822,12174,1412739,3678909,2465608,1172142,13842335,3180253,"1,084,673","1,060,118",1240496,4610043,158.5,15.8,169.1,3622239,3678837,3398783,20835,4727,6056,5021,5031,39614,3790,11374,7182,17268,247381.5,104.8,8778564,6289304,6103050,96629833,99.2,105,1352771.6,3634342.4,34662.302,252553.3,95026206.9,36403,1163447,1219988,501793.4,0.231338283,23039323,1259864.4,1391358.7,1.188,1.6,1.181,1.424,1.422,2.06,2.492,2.632,8.506,0.412,-0.007,0.236,0.234,0.872,1.304,1.444,7.318,96.74,1202.4,1042.8,1340.07,189.34,105.07,106.76,116.67,150.6,83.45,135.405,104.85,102.08,109.3,100.83,105.96,102.45,103.76,103.17,102.56,104.7,-1.4,-0.9,-1.1,2865.55,1.92,12.14,19.185,0.08
2022.2.1,2171143.347,2169089.32,113.7,90.1,107,107.7,102.9,102.9,103.4,102.6,104.8,119.6,103.4,102.6,114,111.3,94.1,109.2,192641,0.65,62.7,5075.4,3.4,3.209016248,8,634,320,238,82,25840.5,94627,5130921,12230,1433056,3685635,2473315,1171028,13883354,3177904,"1,085,233","1,058,781",1239975,4640860,141.7,16,151.8,3541865.667,3635912,3244849,27690,4376,13927,1950,7437,70128,9797,16162,14478,29691,247381.5,93.8,7969903,3212359,5674920,98556863,102.8,103.6,1346701.7,3656135.8,34681.614,260625.4,94651823.1,44923.2,1163447,1219988,501793.4,0.231338283,23077803,1258508.5,1405216,1.219,1.64,1.219,1.547,1.48,2.285,2.69,2.873,8.724,0.421,0,0.328,0.261,1.066,1.471,1.654,7.505,96.55,1202.7,1041.52,1342.09,190.41,105.32,106.8,117.85,160.02,91.53,136.175,105.42,102.21,111.16,100.86,106.7,102.56,104.22,103.59,102.72,104.7,-1.4,-0.9,-1.1,2724.02,1.89,12.32,22.9,0.08
2022.3.1,2171143.347,2169089.32,115.1,90.6,109.1,108.4,105.3,105.3,102.5,107.2,108.5,119.4,102.5,107.2,115.5,109.3,95.7,110.1,227739,0.64,63.3,5077.5,3,3.362345846,8,522,352,264,88,26021.4,132933,5171477,12285,1459297,3699895,2478947,1179116,13988289,3182139,"1,083,755","1,061,810",1237910,4706186,163.2,17.9,174,3603730.667,3646203,3361263,43368,7742,16369,4921,14336,112282,12828,30119,22963,46372,247381.5,106,9432177,5896019,7500618,104306870,100.5,103.8,1370237.5,3672133.4,34610.117,265200.8,96702338.8,35510.2,1163447,1219988,501793.4,0.231338283,23123805,1254501.2,1416399.3,1.244,1.64,1.216,1.583,1.586,2.369,2.784,3.028,8.858,0.396,-0.028,0.339,0.342,1.125,1.54,1.784,7.614,95.95,1210.8,992.74,1351.13,190.02,106.64,109.2,120.6,172.77,107.59,138.87,106.1,102.25,116.96,100.4,108.04,102.14,104.37,103.68,102.88,104.7,-1.4,-0.9,-1.1,2698.72,1.85,12.58,22.548,0.2
2022.4.1,2218377.297,2195737.52,112.9,91.4,111.3,106.1,103,103,100.3,104.9,105.3,116.5,100.3,104.9,113.3,107.6,94.2,107.4,202230,0.73,64,5119.7,3,3.377520382,6,510,353,262,91,26311.2,93081,5188213,12299,1474800,3701114,2479863,1178966,14075012,3183986,"1,083,741","1,065,725",1239239,4744311,164.4,16.6,175.8,3599030.667,3678984,3297024,37194,5225,12653,4791,14525,160842,16578,41853,35606,66805,255219.5,106.7,9224327,4419568,6671524,107973013,102.1,104.4,1377050.8,3676561.4,34415.065,263730.4,97152758.8,46727.7,1208472,1248389,501847,0.228555096,23164313,1254664.8,1440230.9,1.299,1.79,1.41,1.931,2.002,2.941,3.219,3.631,9.471,0.491,0.111,0.632,0.703,1.642,1.92,2.332,8.172,95.97,1269.4,970.16,1332.74,192.03,107.64,110.79,123.44,191.26,102.76,143.855,106.83,102.22,118.93,100.57,109.22,102.46,104.75,104.05,102.98,106.8,0.7,-0.7,4.7,2703.24,1.89,12.3,18.1,0.33
2022.5.1,2218377.297,2195737.52,111.1,97.1,111.9,112.8,103.2,103.2,99.6,105.7,112.2,115.2,99.6,105.7,111.4,106.9,93.9,105.1,209458,0.72,64.9,5145.1,3,3.276255811,13,539,351,265,86,26611.8,84845,5213032,12228,1492251,3708553,2484689,1181381,14118350,3187117,"1,081,134","1,067,951",1239113,4750991,163.5,17.1,175,3611778.333,3670004,3330576,32864,4610,9286,5842,13126,209058,19172,54099,45705,90082,255219.5,111.8,9573000,2929468,6440895,109235753,101.3,103.2,1374671.3,3698958,34408.912,266837.5,97207377,41241.9,1208472,1248389,501847,0.228555096,23201840,1254617.4,1447249.6,1.505,1.95,1.535,1.956,2.049,3.019,3.295,3.775,9.618,0.445,0.03,0.451,0.544,1.514,1.79,2.27,8.113,95.85,1245.8,975.61,1342.29,186.4,108.84,112.76,124.51,194.16,107.86,146.015,107.5,103.42,119.61,100.53,110.09,102.33,105.26,104.57,103.13,106.8,0.7,-0.7,4.7,2628.34,1.85,11.12,19.962,0.77
