"INDPRO","IPCONGD","IPDCONGD","IPNCONGD","IPBUSEQ","IPMAT","IPMANSICS","IPB51222S","IPFUELS","CUMFNS","HWI","HWIURATIO","CLF16OV","CE16OV","UNRATE","UEMP5TO14","UEMP15OV","UEMP15T26","UEMP27OV","PAYEMS","ICSA","USGOOD","CES1021000001","USCONS","MANEMP","DMANEMP","NDMANEMP","SRVPRD","USTPU","USWTRADE","USTRADE","USFIRE","USGOV","CES0600000007","AWOTMAN","AWHMAN","CES0600000008","CES2000000008","CES3000000008","PERMIT","PERMITNE","PERMITMW","PERMITS","PERMITW","ACOGNO","BUSINVx","UMCSENTx","M1SL","M2SL","M2REAL","BOGMBASE","DTCTHFNM","INVEST","FEDFUNDS","CP3Mx","TB3MS","TB6MS","GS1","GS5","GS10","AAA","BAA","COMPAPFFx","T1YFFM","T5YFFM","T10YFFM","AAAFFM","BAAFFM","EXSZUSx","EXJPUSx","EXUSUKx","OILPRICEx","PPICMM","CPIAUCSL","CPIAPPSL","CPITRNSL","CPIMEDSL","CUSR0000SAC","CUSR0000SAS","CPIULFSL"
0.0416292226065833,0.0433754283751551,-0.00913248286824953,0.0527068027348543,0.0932504376813688,0.0334090572777859,0.0421001272906336,0.0204322011316949,0.0291668904072075,4.283,0.00681878677412584,-0.02,0.00326264510257346,0.00289535426778542,-0.4,-0.0965745148173704,-0.0795706732203545,-0.126151280347131,0.0584961998360454,0.00810674737622818,0.0918095518480015,0.00918269140436756,-0.00917820376495904,0.025843463901305,0.0046618675210226,0.00420110409256047,0.00565189372944452,0.00619215484044844,0.00665645820521199,-0.00206769278663366,0.0162546587937253,-0.0171724111995619,0.0126945509823191,16.7,3.5,24.5,-0.00568202374036098,0.0016501904803814,-0.00318827747315709,12.0900611647996,9.52952111221408,11.3129611867256,9.36022482237428,11.1681790920379,0.170704512595712,-0.0184709327294144,-0.5,0.023291811802217,-0.00114128751074816,0.00590872527246233,0.0203570852106569,-0.00659061191061916,0.00607124590376174,0.01,0.0800000000000001,0.0600000000000001,0.16,0.3,-0.0600000000000005,-0.0600000000000005,-0.16,-0.0999999999999996,-1.98,0.3,-0.0199999999999996,-0.0600000000000005,-0.16,-0.0999999999999996,-0.0461949320213835,-0.0105597601353526,-0.0255269541946763,-0.151430909593221,2.61241750729724e-05,-0.00264932588392952,0.00874295301921091,-0.00949605184127567,-0.000930088322459,-0.00437558252371151,-0.00177394704750267,0.000897398104704017
-0.0181425582032677,-0.0029658941201598,-0.00306278929602843,-0.00702578920170716,-0.0598634250268022,-0.0202027044020685,-0.0192887643538739,-0.0111381837298703,-0.0601347538413801,-1.965,0.0196599108291196,0.07,0,0.00743273203119088,-0.0999999999999996,-0.00798407418885638,-0.0665856026472573,-0.0695932887709567,-0.0584961998360454,0.00241195015569673,-0.131200361077415,-0.000516544279713926,-0.0121960642357877,-0.00806777540967829,0.00165054444705781,0.000664728651267765,0.00376961045379964,0.00251646867686262,-0.00089865339649009,0.00429809639816803,-0.0105399263943191,0.0340854102305954,0.00423395755648315,-12.2,-0.699999999999999,-12.1,0.00107655817692986,-0.00588267170906498,0.000944746650912265,12.218707488715,9.69214904728935,11.4705606142968,9.44525437967995,11.2625777122936,-0.0570008202704333,-0.000749441449008792,5.19999999999999,-0.00456026865296799,0.00359609169658626,0.0130489104720297,-0.165235756083256,0.00409198249675846,0.0221523938282182,0,0.11,-0.04,0.0699999999999998,0.0800000000000001,0.0600000000000005,0.0700000000000003,0.0199999999999996,0.0300000000000011,-1.99,0.0800000000000001,0.0699999999999994,0.0700000000000003,0.0199999999999996,0.0300000000000011,0.00996115874778081,-0.00468947398199937,0.0267852328713269,0.141059676481345,-0.0125640560950089,-0.00354409659382959,-0.00436005421946906,-0.0163479009294516,0,-0.00699839375114486,0.000891737116509361,-0.0017853450652412
0.0117203761253926,-0.00496278884954293,-0.0100193508677382,-0.0213784838673261,0.042849783729519,0.00145666428427749,0.0127837450923156,0.0106351295215203,-0.0111629055757314,1.011,-0.0342216480757838,0.02,-0.0016299919452436,0.00755716424220054,0.0999999999999996,0.0564901868540568,-0.0299523212864523,-0.00451468015070322,-0.101352481408884,0.00329955734683196,0.0407169086243329,0.00672611506746001,0.0098721331675069,0.0153737384209229,0.00429674704961869,0.00509060089978597,0.00259277079314479,-0.00169054764351273,0.00132117161969703,-0.000276571403494685,-0.000859442598898141,-0.0225533718670992,-0.00098792160091854,1.79999999999998,0.199999999999999,4.40000000000001,0.003556630581798,0.00511039832347215,0.00178004528926401,12.3727812859613,9.88888140065412,11.67935473918,9.67627322747899,11.3209050258285,-0.0317681417216171,-0.00466780649291199,-4.89999999999999,-0.0135676535496678,-0.00214003376649075,0.00648588841586495,0.0900841253554319,0.00245293167850846,-0.0373381116875375,0.01,0,-0.13,-0.25,-0.24,-0.0700000000000003,-0.0600000000000005,-0.17,-0.200000000000001,-1.99,-0.24,-0.149999999999999,-0.0600000000000005,-0.17,-0.200000000000001,-0.0280423778111762,0.0267895307701282,-0.0167849487818543,-0.0288361725591617,-0.00230427089231444,0.0044229954815469,0.0138210606281204,0.025854189478026,0.000918166947639243,0.0087584202346962,-1.2668501937263e-05,0.00266616458501989
0.0115599615207502,0.0284472317845097,0.0491220739406772,0.0434595643762972,0.0592217373976229,0.00869570570729117,0.0137698568438323,0.00358770477897963,-0.00374883253017533,0.801000000000002,-0.100424215756524,-0.16,-0.0247741778936375,-0.00091660861072107,0.2,0.0730251336811296,-0.0882406303277747,-0.0998453302185851,-0.0548082289832585,-0.00942086041440682,0.288896120632192,-0.000303898587038276,-0.0117667536657198,0.00124742031139391,-0.000679537736234082,0.00026421910198593,-0.00271210336941152,-0.0123866494088851,-0.00602520544456908,-0.000827561768442564,-0.000798347720230907,-0.00498982975657825,-0.0296670704563091,5.70000000000002,-0.800000000000001,4.09999999999999,0.0343444383423108,0.0156284684787256,0.0456018592992642,12.8526181404798,10.4937710979139,12.2971374629315,10.1943645162582,11.5116947079995,0.138380139110257,-0.00242195797707012,-1.60000000000001,0.0175244754362911,-0.00451934032723855,0.000208540831923898,0.124475560308051,-0.00137385176683047,-0.0385976968854074,0,0.0299999999999998,0.15,0.0600000000000001,0.02,-0.0800000000000001,-0.0800000000000001,-0.0800000000000001,-0.15,-2,0.02,-0.0800000000000001,-0.0800000000000001,-0.0800000000000001,-0.15,0.000171306208801347,-0.0654749732704358,-0.0451921050477653,-0.0840528553657061,0.0051270315425036,0.00175795560458702,-0.0138469959735703,-0.0112066973446865,-0.0046180998617773,0.00433321945943277,1.10915080426821e-05,-0.000876981809946109
0.0152568312797081,-0.0195318690097155,-0.0421749218739489,-0.00923793991818478,-0.0172183667332,0.0185852356462544,0.0161463477739572,0.0751962498781689,-0.0402353083369027,0.302999999999997,0.0637036029516711,-0.01,0,-0.0198724036229407,1.5,0.443466219980579,0.206023662230404,0.281412447174035,-0.0431721656514572,-0.0112252896310086,0.395614185548521,0.00226589675201971,-0.0190129836019732,-0.0185174852614907,0.00814034851024559,0.00905923887041027,0.0061533642854581,0.00900011458292838,-0.00180317836891675,-0.00726460975974064,0.000516423501913721,0.0123596819019482,0.00291586712022784,-5,-0.199999999999999,-11.3,-0.0421755574023024,0.0299854688319616,-0.065342749851272,9.13583232087847,7.14913160641287,8.30251372099309,7.05961763688245,7.94129557446399,-0.107551735416607,0.0694099919681577,0.600000000000009,-0.00485068813101286,-0.00106947729719664,-0.00520470783731852,-0.124147299428284,-0.00912863246321294,0.0337364690205817,0,0.12,0.0600000000000001,-0.02,-0.00999999999999979,0.0800000000000001,0.04,0.0500000000000007,0.0200000000000014,-2,-0.00999999999999979,0.0499999999999998,0.04,0.0500000000000007,0.0200000000000014,-0.00955215722626335,0.0189666130682147,-0.0363021674224955,0.0536236959650971,0.000556444224343977,0.00434384666458065,-0.00315376247954546,0.0072941160461113,0.0175976924191081,0.00860944816024212,0.00265075609746734,0.000689191168170566
0.010331641714739,0.0291565814575669,0.0362577452835238,0.0240699271812703,-0.0156613043827054,0.0293112359487999,0.0114852256003983,-0.0320319854358262,0.0289037433974002,0.415999999999997,0.131165728360553,0.2,-0.0033500863241267,0.0032686734074332,-0.2,-0.0391755159831089,-0.0429513858776662,-0.0503007365281078,-0.014815083590233,-0.00415752564395966,-0.456298184888304,-0.000740188865185232,-0.0165992857271728,-0.0117687412150875,0.00233690059233815,0.00547344368654556,-0.00448185601572249,-0.00765648683909959,-0.00453785912576876,7.62881852320874e-05,-0.00928599212749326,-0.0281220971516518,-0.00683747104955046,-13.6,-1,-12.7,-0.00944855982682213,-0.0584766073169902,-0.00885161248858957,10.1072036065921,7.82763955035207,9.38773313637084,7.47079377988982,9.02557583473402,-0.0673188750962925,0.0256902679920756,-2.5,0.0060819844316562,0.0107052636576324,0.0113564235507706,0.0595033734589627,0.00323446065820221,-0.000405459076810999,0,0,-0.0500000000000003,-0.15,-0.17,-0.0800000000000001,-0.0499999999999998,-0.0800000000000001,-0.0800000000000001,-2,-0.17,-0.0999999999999996,-0.0499999999999998,-0.0800000000000001,-0.0800000000000001,0.00164153994577543,0.00951942564126629,-0.0284960011036794,-0.0552050995200677,-0.00572686057525829,-0.00585592064624851,0.00129720530428745,-0.00917969041014111,-0.0129022611534468,-0.0125228208905517,-0.00152146527537322,-0.000462622512501731
0.0192889941685772,0.0114286947351525,0.0277998862436926,-0.0217524293094478,0.00832182256801239,0.0177237062482494,0.0171257405928387,-0.00633116690985069,-0.025001299801195,1.194,0.347631153951562,0.0399999999999999,0.0133335286471441,0.00797444340554776,-0.7,-0.225790998038019,0.0278225047391416,0.05781956865947,-0.0938187405369622,0.0154104107437814,0.0727054280417683,0.0135225227354052,0.00621497642841362,0.042359636382411,0.00563182402102846,0.00665855192528753,0.00338707503896707,0.020677821222165,0.00875866165056394,0.0016847476535311,0.020852748880678,0.0209432288668339,0.036662939530947,22.7,3.4,27.9,0.0280668206490393,0.0295497637905289,0.0550462605441968,10.8106971758759,8.88294680067552,10.0825538170274,8.03915739369904,9.63678388712237,0.205703323774175,-0.0279008127524705,-0.100000000000009,-0.0220325007741025,-0.00556994291843438,0.00577892157786941,-0.0393652572589982,0.00532238756771974,0.0119053701638503,0.00999999999999979,-0.0600000000000001,-0.14,-0.29,-0.29,-0.29,-0.38,-0.300000000000001,-0.31,-2,-0.29,-0.25,-0.38,-0.300000000000001,-0.31,-0.024114395601317,-0.0648859448236516,-0.0330530436519814,0.0922181277033873,0.00571244458602571,7.62447156876789e-06,0.00100363659386549,0.0091018296495573,-0.000995498351523239,-2.08154248761971e-05,-0.00100535982709626,-0.00201575143074262
0.0143715731817053,0.0141046048552536,0.0361357037685268,0.00115673799401961,0.0200553649850246,0.0174150392686681,0.0121537500173039,0.0203074031317438,0.0795182574390436,0.241,-0.15829886236677,-0.0499999999999999,0.0180480669104153,0.0156814321541567,-0.399999999999999,-0.0844707578911681,-0.0468104163829137,-0.098310928374433,0.151805989778652,0.0157607171844258,-0.11752071981479,0.022089380265907,-0.00750333056404529,0.0799242006455518,0.00542664492031442,0.00710742027291822,0.00173142634726986,0.00996675771039079,-0.00850005538476672,0.00155082118311256,-0.0306390680049127,0.00483898911645575,0.021167202758912,-0.200000000000017,-0.5,-0.5,0.0036284022904578,-0.00367636254293835,-0.0328439869087891,11.1651394685903,9.22552450828615,10.3920062160863,8.40983067531441,10.0597645420211,0.0249287199166446,-0.0014401587424322,-0.399999999999991,0.0103418061470144,0.000426128823082905,0.00420799062347399,-0.0602276107913315,-0.000468652383137425,-0.0112705616661337,-0.00999999999999979,-0.34,-0.0300000000000002,-0.19,-0.16,-0.0299999999999994,-0.00999999999999979,-0.329999999999999,-0.33,-2.01,-0.16,-0.17,-0.00999999999999979,-0.329999999999999,-0.33,-0.0136226118255545,-0.0257120777189908,-0.0259494864204193,0.005102180660705,0.0187286285294768,0.00199697207896765,0,-6.47910142124175e-05,0.00100543149072596,0.00402410625871141,0.000987487029165734,0.00100635403997984
0.00708024810639962,0.00836824889242749,-0.000696136422394744,0.0194625468466612,0.0389429705014566,0.00529802493582743,0.00821378816397633,-0.033627496138986,0.000898876384219705,-0.489999999999995,-0.0838627381621713,0.0499999999999999,0.0097088125559317,0.0130584561011737,-0.5,-0.274943041602945,0.0345403241674918,0.0794067744500353,-0.135545471550976,0.0129006188181151,-0.252352041828926,0.0108766056353531,0.00480591170730627,0.0241373580362794,0.0068718428314547,0.00710393113044638,0.00636123761810303,0.00278080153286453,0.0071065664908101,0.00497340071598273,0.0158496448454297,0.00411041023675551,0.00505605762784889,-12.6,2.3,-16.5,-0.0119226427175967,-0.0153954826043297,0.0128257533152816,11.4295329865156,9.43906830237984,10.6675357830852,8.86601740022129,10.2888519892774,-0.021047910968818,-0.01333115655755,0.0999999999999943,0.0115487007623063,-0.00224328816939057,0.00497193338499535,0.0989399596286251,0.00486154761423307,0.000712566401942283,0.00999999999999979,-0.0500000000000003,0,0.15,0.0600000000000001,-0.0300000000000002,0.04,-0.21,-0.210000000000001,-2,0.0600000000000001,-0.0699999999999998,0.04,-0.21,-0.210000000000001,0.0731854740501801,0.105289731957297,-0.00346026961913193,-0.153216416417535,0.0188771090500373,-0.00300714142849312,0.00200626691117023,-0.00602022217103748,-1.19220818630694e-05,-0.00806423029764858,-3.99831347230872e-06,0.00100332088106558
0.00192335414757139,0.00185013911701137,-0.0126140416321183,0.00339558861680356,0.0103627861406439,0.00263852361009054,0.00163930658963007,-0.00987815581182616,-0.0582689027331407,0.0690000000000026,0.113205523304034,-0.0099999999999999,0.00160901054680895,-0.00199491558043974,0.3,0.175618406053433,-0.0345403241674918,-0.0192684181233096,-0.101782677028839,-0.00137747228760077,0.0841013388667946,0.00846568082912569,-0.00446671018466027,0.0225575880200175,0.00416424332563992,0.00496582612662877,0.00239412425487728,0.0013191604219962,-0.00238819875150043,-0.005356290277998,-0.00112437831791112,0.0107775580561693,-0.00515521893382953,8.20000000000002,-1.2,13.7,0.000386880863693762,0.00650352289258116,-0.00959206154152525,11.6110407976517,9.55016412954281,10.8421853605167,9.04061909834294,10.5102595176219,-0.0267903839797619,-0.0109448161794008,1.8,-0.00391286749172792,0.00443360757910582,0.0114267556501364,-0.0405437152097416,-0.00403279929156497,-0.0309126426113497,-0.00999999999999979,0.0500000000000003,-0.00999999999999979,0.18,0.19,0,-0.0200000000000005,0.17,0.0800000000000001,-2.01,0.19,0.0499999999999998,-0.0200000000000005,0.17,0.0800000000000001,0.00838005311961521,0.0343069682389316,0.000820441926390636,0.0646266942150167,-0.0305395600345229,-0.00202126973610106,0.00400079357702854,-0.00498830106460169,-0.000993509408862892,-0.00201968783617179,-0.00199757983330606,-0.00101801076796626
