Index,GDP_real,GNI_real,INDPRO,IPFPNSS1,IPFPNSS2,IPFINAL1,IPFINAL2,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,PAYEMS,ICSA ,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOV,CES0600000007,AWOTMAN,AWHMAN,CES0600000008,CES2000000008,CES3000000008,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,DPCERA3M086SBEA,RETAILx,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,ISRATIOx,UMCSENTx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,DTCOLNVHFNM,DTCTHFNM,INVEST,KR.MIR,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T3YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTH,EXKRUSx,EXKRJPx,EXKREUx,EXKRCNx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,KOSPI,KOSPIdivyield,KOSPIPE,VKOSPI,US.FFR
1997.1.1,818320.92,782479.53,31.82,,,46.3,65.1,65.1,53.1,75.4,51.1,21.5,53.1,75.4,31.27,38.48,96.4,105.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128335.1,,,873794,2152968,17335526,124.46,,,,,22760.1,,-991.2,,,,,,,,11.36,13.18,,12.8,,12.17,,12.15,,1.82,,1.44,,0.81,,0.79,,125.23,861.3,705.69,1018.57,,70.49,72.58,64.19,33.22,21.41,45.88,57.502,57.11,55.66,60.76,53.84,98.34,57.58,60.37,67.44,55,-7.77,0.09,1,,,,,5.25
1997.2.1,818320.92,782479.53,33.21,,,49.2,70.8,70.8,67.1,75.8,53.3,22,67.1,75.8,32.66,38.21,89.8,112.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128335.1,,,260326,1667091,16990560,120.29,,,,,21578.9,,-36.1,,,,,,,,11.52,12.85,,12.47,,12.1,,12.17,,1.33,,0.95,,0.58,,0.65,,125.54,863.9,715.3,993.4,,70.89,73.19,64.52,33.95,18.89,46.06,57.502,57.16,56.19,61.22,54.24,97.93,57.79,60.6,67.64,55,-7.77,0.09,1,,,,,5.19
1997.3.1,818320.92,782479.53,33.73,,,49.6,70.8,70.8,67.2,76.1,53,22.6,67.2,76.1,33.26,39.53,92.4,113.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128335.1,,,421042,2874164,17762314,121.19,,,,,20465.5,,-353.2,,,,,,,,12.91,13.91,,12.52,,12.32,,12.69,,1,,-0.39,,-0.59,,-0.22,,123.95,897.1,723.18,1038.66,,70.74,72.93,64.6,32.71,18.17,46.15,57.553,57.28,56.09,61.22,54.19,97.83,58.37,60.99,67.83,55,-7.77,0.09,1,,,,,5.39
1997.4.1,850703.85,812078.79,34.33,,,50.8,72.1,72.1,69.3,77.1,54.3,23.2,69.3,77.1,33.87,40.32,89.4,114.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130948.3,,,815731,2237777,13288488,119.7,,,,,20562,,-233.4,,,,,,,,12.97,13.55,,12.6,,12.4,,12.5,,0.58,,-0.37,,-0.57,,-0.47,,123,892.1,702.72,1009.41,,70.89,73.1,65.12,32.94,16.76,46.44,59.009,57.33,56,61.16,54.45,97.73,58.64,61.16,68.21,55.7,5.99,0.98,2.54,,,,,5.51
1997.5.1,850703.85,812078.79,34.07,,,50.8,70.7,70.7,65.8,76.6,54.3,23.1,65.8,76.6,33.61,41.2,88,111.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130948.3,,,830609,2004100,21612233,119.82,,,,,19836,,-425.3,,,,,,,,12.41,13.11,,12.6,,12.4,,12.21,,0.7,,0.19,,-0.01,,-0.2,,121.56,891.8,767.14,1017.54,,70.81,72.93,65.04,32.21,18.48,46.83,60.413,57.33,56.09,61.22,54.24,97.73,58.9,61.33,68.47,55.7,5.99,0.98,2.54,,,,,5.5
1997.6.1,850703.85,812078.79,34.85,,,50,71,71,66.4,77.4,54.9,23.6,66.4,77.4,34.39,42.16,75.2,112.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130948.3,,,1111723,2307101,19162202,118.36,,,,,20739.3,,329.3,,,,,,,,11.17,11.98,,12.28,,11.72,,11.65,,0.81,,1.11,,0.55,,0.48,,121.32,888.1,775.29,1001.42,,70.98,72.93,65.12,32.71,17.27,46.98,61.453,57.39,56.23,61.28,54.3,97.83,59.06,61.45,68.6,55.7,5.99,0.98,2.54,,,,,5.56
1997.7.1,862990,832265.1,34.07,,,49.7,69.3,69.3,62.7,76.4,55,23.2,62.7,76.4,33.52,42.52,85.6,109.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132174.3,,,969910,2278728,19616098,118.04,,,,,20166.8,,-239.6,,,,,,,,11.41,12.18,,12.2,,11.65,,11.86,,0.77,,0.79,,0.24,,0.45,,122.48,892,755.93,957.21,,70.89,72.75,64.86,32.21,17.28,47.18,61.349,57.39,55.9,61.39,54.35,97.73,59.22,61.56,68.73,56.5,4.18,0.05,0.76,,,,,5.52
1997.8.1,862990,832265.1,35.11,,,50,70.5,70.5,65.7,75.8,55.8,23.7,65.7,75.8,34.48,43.66,87,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132174.3,,,246403,1790447,16940478,109.2,,,,,20272.5,,-74.7,,,,,,,,12.39,13.27,,12.2,,11.65,,12.11,,0.88,,-0.19,,-0.74,,-0.28,,123.92,902,746.69,980.83,,70.98,73.1,65.04,32.13,17.69,47.59,61.557,58.74,55.85,61.33,54.95,97.63,59.43,61.79,68.79,56.5,4.18,0.05,0.76,,,,,5.54
1997.9.1,862990,832265.1,35.29,,,52.9,70,70,65,75.7,56.4,23.8,65,75.7,34.82,43.22,92.7,112.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132174.3,,,998013,1452153,17168573,113.32,,,,,22274,,-159.9,,,,,,,,13.17,13.88,,12.32,,11.65,,12.36,,0.71,,-0.85,,-1.52,,-0.81,,122.88,914.8,756.28,1017.26,,71.14,73.1,65.45,32.35,17.96,47.9,61.245,58.74,56.48,63.55,55.16,97.33,59.81,62.01,68.92,56.5,4.18,0.05,0.76,,,,,5.54
1997.10.1,861568.49,857093.73,34.51,,,50.5,69.1,69.1,64.8,75,54.9,23.5,64.8,75,33.87,43.22,94.8,111.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130838.5,,,1853271,1880258,20921323,114.99,,,,,20852.2,,-1920.2,,,,,,,,13.56,14.24,,12.8,,11.65,,12.53,,0.68,,-0.76,,-1.91,,-1.03,,121.18,965.1,803.25,1104.8,,70.81,72.41,65.7,32.71,19.06,47.91,60.985,59.2,56.67,63.32,55.01,97.33,59.86,62.13,68.98,57.8,-7.22,0.87,1.81,,,,,5.5
1997.11.1,861568.49,857093.73,34.07,,,50.8,66.7,66.7,61.9,73,55,23.2,61.9,73,33.52,42.6,91.4,108.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130838.5,,,882508,1948406,19129680,118.66,,,,,22085.9,,-830.5,,,,,,,,14,16.9,,13.56,,12.4,,14.08,,2.9,,-0.44,,-1.6,,0.08,,110.16,1163.8,910.11,1306.95,,71.47,72.84,66.98,34.73,18.51,47.94,60.985,59.42,57.15,63.32,55.11,97.13,59.97,62.18,69.05,57.8,-7.22,0.87,1.81,,,,,5.52
1997.12.1,861568.49,857093.73,33.55,,,48.7,64.8,64.8,56.2,72.6,53.5,22.9,56.2,72.6,32.92,40.76,92.8,108.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130838.5,,,413987,2076960,20512216,117.81,,,,,22519.3,,-9073.7,,,,,,,,21.29,29.26,,14.83,,14.96,,24.31,,7.97,,-6.46,,-6.33,,3.02,,77.43,1415.2,1087.82,1564.65,,76.4,77.22,78.61,44.19,16.35,49.89,61.192,59.48,62.93,63.21,57.54,97.73,60.23,62.47,69.17,57.8,-7.22,0.87,1.81,,,,,5.5
1998.1.1,800306.29,797382.88,31.65,,,44.7,59.4,59.4,48.3,68.1,49.8,21.9,48.3,68.1,31.1,37.77,85.7,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112510.5,,,22354,1206103,17120837,124.76,,,,,23756.3,,-9714.1,,,,,,,,25.34,28.89,,14.8,,15,,23.36,,3.55,,-10.54,,-10.34,,-1.98,,70.4,1572.9,1238.21,1696.37,,80.57,80,87.8,52.29,13.7,52.14,61.453,59.82,65.49,63.49,59.22,99.65,61.4,63.6,69.17,59.9,-32.3,-14.14,-7.64,,,,,5.56
1998.2.1,800306.29,797382.88,31.91,,,47.4,58.7,58.7,49.9,67.2,51.5,22.8,49.9,67.2,31.36,38.21,78.9,96.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112510.5,,,469168,1414098,16497595,127.64,,,,,19890.2,,-10223.8,,,,,,,,23.43,24.37,,14.8,,15,,19.78,,0.94,,-8.63,,-8.43,,-3.65,,72.41,1640.1,1300.38,1785.08,,82.71,81.58,89.15,47.95,12.44,53.13,61.66,59.98,67.95,63.78,60.64,100.45,61.98,64.22,69.3,59.9,-32.3,-14.14,-7.64,,,,,5.51
1998.3.1,800306.29,797382.88,30.61,,,40.4,55.8,55.8,46.7,64.5,44.2,22.2,46.7,64.5,29.97,38.04,84.1,92.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112510.5,,,653034,1807181,17104642,128.32,,,,,22035.1,,-7402.9,,,,,,,,22.47,24.71,,14.8,,15.09,,18.98,,2.24,,-7.67,,-7.38,,-3.49,,79.38,1378.8,1044.74,1483.86,,82.55,81.06,87.38,45.35,11.51,54.56,61.453,60.16,65.25,64.06,59.93,100.85,62.51,64.73,69.37,59.9,-32.3,-14.14,-7.64,,,,,5.49
1998.4.1,790395.03,778320.73,30.26,,,41,55.5,55.5,46.6,64.2,43.9,22.1,46.6,64.2,29.71,38.91,85.9,93.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112951.3,,,919074,1361413,19141241,126.42,,,,,18649.4,,-10502.4,,,,,,,,21.31,21.71,,14.8,,17.13,,18.1,,0.4,,-6.51,,-4.18,,-3.21,,85.35,1338.2,1011.26,1473.63,,81.98,81.15,84.51,40.81,12.23,55.19,61.349,60.32,65.39,64.17,60.33,101.36,62.51,64.84,69.43,59.4,2.44,1.51,0.82,,,,,5.45
1998.5.1,790395.03,778320.73,30.61,,,42.5,55.4,55.4,46.5,63.5,45.4,22.1,46.5,63.5,30.06,39.79,85.6,93.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112951.3,,,1482559,1365630,19196508,125.27,,,,,17961.7,,-11128,,,,,,,,18.63,19.62,,14.8,,16.86,,17.89,,0.99,,-3.83,,-1.77,,-0.74,,85.38,1410.8,1016.61,1555.55,,81.4,80.36,82.65,39.51,12.76,55.1,61.297,60.32,65.1,64.35,59.93,101.16,62.41,64.73,69.24,59.4,2.44,1.51,0.82,,,,,5.49
1998.6.1,790395.03,778320.73,30.17,,,40.1,55.8,55.8,48.4,63.2,43.9,21.6,48.4,63.2,29.62,40.14,79.5,92.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112951.3,,,886713,1463397,18240041,127.02,,,,,20798.9,,-6946.7,,,,,,,,16.32,17.81,,14.8,,15.04,,16.64,,1.49,,-1.52,,-1.28,,0.32,,87.37,1385.2,973.85,1515.69,,81.32,80.36,82.4,40.16,11.91,55.13,61.557,60.38,66.02,64.8,59.52,100.95,62.3,64.61,69.17,59.4,2.44,1.51,0.82,,,,,5.56
1998.7.1,802623.93,791102.81,29.57,,,37.9,54.6,54.6,46.3,62.1,42.1,21.3,46.3,62.1,28.93,39.53,79.1,88.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115571.6,,,1125110,1500279,19072881,125.67,,,,,19792,,-8373.6,,,,,,,,12.73,14.28,,12.87,,12.57,,13.69,,1.55,,0.14,,-0.16,,0.96,,94.64,1236,860.72,1367.02,,80.99,80.27,80.89,38.49,12.04,54.79,61.66,60.32,65.54,65.99,59.42,98.84,62.3,64.61,68.98,59.4,1.56,3.48,1.9,,,,,5.54
1998.8.1,802623.93,791102.81,30.78,,,41.1,53,53,42.8,61.3,45.5,22.3,42.8,61.3,30.14,40.06,79.8,92.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115571.6,,,568152,1396870,18873814,121.26,,,,,18178.9,,-9679.7,,,,,,,,9.52,11.64,,11.45,,11.72,,12.38,,2.12,,1.93,,2.2,,2.86,,94.16,1331.8,941.53,1487.22,,80.82,80.62,78.69,36.76,12.21,54.39,61.816,60.32,65.2,66.05,59.88,96.72,62.25,64.45,68.85,59.4,1.56,3.48,1.9,,,,,5.55
1998.9.1,802623.93,791102.81,32.51,,,41,57.6,57.6,51.4,64.3,45.6,24.1,51.4,64.3,31.96,42.08,71.1,96.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115571.6,,,1051688,1549768,19264683,111.9,,,,,22026,,-10272.2,,,,,,,,8.45,11.02,,11.16,,11.84,,12.51,,2.57,,2.71,,3.39,,4.06,,88.16,1373.6,1023.93,1616.59,,81.81,81.58,79.2,37.7,13.08,53.93,61.712,60.38,66.26,66.16,60.43,96.22,62.19,64.45,68.66,59.4,1.56,3.48,1.9,,,,,5.51
1998.10.1,819021.06,808793.21,33.29,,,42,59.2,59.2,53.9,65.2,46.6,24.4,53.9,65.2,32.74,40.85,75,98.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118300.6,,,1257837,1320681,19338541,103.52,,,,,20259.8,,-9404,,,,,,,,7.34,8.47,,8.69,,9.4,,10.01,,1.13,,1.35,,2.06,,2.67,,86.96,1313.8,1132.1,1563.03,,82.14,81.84,79.79,38,12.81,53.92,61.349,60.61,68.19,66.28,60.89,96.22,62.09,64.45,68.28,60,17.31,0.64,1.34,,,,,5.07
1998.11.1,819021.06,808793.21,34.59,,,44.6,59.1,59.1,52.5,66.1,48.7,25.8,52.5,66.1,34.04,41.29,76.3,98.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118300.6,,,623433,1672633,20668132,100.59,,,,,19766,,-10511,,,,,,,,7.26,8.06,,8.11,,8.34,,9.6,,0.8,,0.85,,1.08,,2.34,,90.47,1243.7,1009.05,1428.76,,81.89,81.75,78.69,37.56,11.76,53.63,61.14,60.83,67.99,66.51,60.59,95.82,61.98,64.39,67.96,60,17.31,0.64,1.34,,,,,4.83
1998.12.1,819021.06,808793.21,35.11,,,43.2,61.7,61.7,54.7,68.8,47.2,26.2,54.7,68.8,34.65,41.11,70.6,98.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118300.6,,,775376,1726254,19911475,98.09,,,,,20703,,-10771.7,,,,,,,,7,8.06,,7.49,,7.23,,8.3,,1.06,,0.49,,0.23,,1.3,,95.93,1207.8,1053.47,1410.47,,81.24,81.49,76.5,35.39,10.11,53.35,61.765,61,67.61,66.56,60.59,95.41,61.82,64.28,67.7,60,17.31,0.64,1.34,,,,,4.68
1999.1.1,840654.43,844579.5,34.85,,,47,62.5,62.5,54.7,69.8,50.4,25.3,54.7,69.8,34.3,40.67,75.4,97.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122339.1,,,516775,1333383,18463720,96.34,,,,,20547.4,,-9634.9,,,,,,,,6.35,7.47,,6.84,,6.67,,7.89,,1.12,,0.49,,0.32,,1.54,,98.9,1175.3,1010.53,1335.9,,80.91,81.58,74.64,33.15,10.76,52.83,61.921,60.94,66.84,66.56,60.64,95.21,61.72,64.28,67.38,60.7,11.14,5.45,0.95,,,,,4.63
1999.2.1,840654.43,844579.5,36.24,,,48.7,66,66,60.9,71.5,52.4,26.2,60.9,71.5,35.86,40.93,80.3,100.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122339.1,,,359431,1319093,21073140,91.6,,,,,21025.1,,-10867.3,,,,,,,,5.63,7.18,,6.89,,7.08,,8.56,,1.55,,1.26,,1.45,,2.93,,99.32,1222.4,1027.66,1347.7,,81.24,82.27,73.37,33.15,10.08,52.45,62.389,60.94,66.79,66.45,61.14,95.61,61.61,64.33,67.06,60.7,11.14,5.45,0.95,,,,,4.76
1999.3.1,840654.43,844579.5,36.85,,,52.9,67.5,67.5,65.2,71.7,54.5,26.6,65.2,71.7,36.47,42.34,78.1,102.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122339.1,,,245464,1564530,20363613,85.73,,,,,22412.4,,-5255,,,,,,,,5,7.04,,6.82,,6.81,,8.55,,2.04,,1.82,,1.81,,3.55,,97.22,1224.7,1015.93,1314.41,,81.16,82.27,73.63,33.95,12.36,52.23,62.284,60.94,66.74,66.11,61.2,95.82,61.82,64.45,66.8,60.7,11.14,5.45,0.95,,,,,4.81
1999.4.1,872884.75,854038.1,36.5,,,53.2,66.5,66.5,65.8,69.7,55.1,26.4,65.8,69.7,36.12,43.57,80,103.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126317.3,,,696542,1775218,20147227,84.23,,,,,22066.9,,-5666.9,,,,,,,,4.8,6.52,,6.37,,6.37,,7.56,,1.72,,1.57,,1.57,,2.76,,98.94,1176.4,985.67,1249.34,,81.32,82.63,73.63,34.59,14.89,52.07,62.18,60.94,67.46,65.94,61.5,96.32,61.77,64.39,66.55,60.6,12.54,-1.5,3.22,,,,,4.74
1999.5.1,872884.75,854038.1,38.49,,,56.9,67.6,67.6,68.8,69.5,58.2,27.8,68.8,69.5,38.11,44.01,76.8,107.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126317.3,,,661843,1854304,20033297,81.88,,,,,20982.5,,-5954.8,,,,,,,,4.77,6.31,,6.55,,6.75,,8.32,,1.54,,1.78,,1.98,,3.55,,100.05,1186.3,974.57,1239.27,,81.24,82.89,73.81,36.32,15.31,52.07,62.456,61,67.61,65.88,61.4,96.22,61.61,64.33,66.23,60.6,12.54,-1.5,3.22,,,,,4.74
1999.6.1,872884.75,854038.1,38.75,,,57.9,67.6,67.6,68.2,70.2,59.8,28.1,68.2,70.2,38.37,44.8,81.8,107.09,,,61.8,20599,6.7,3.93,56,792,698,397,301,17866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126317.3,,,912697,2300719,20449394,83.65,,,,,21434,,-5552.5,,,,,,,,4.79,6.44,,6.58,,6.88,,8.06,,1.65,,1.79,,2.09,,3.27,,102.62,1155.9,954.97,1193,,80,81.32,73.46,37.19,15.58,51.79,62.647,61.62,67.51,65.94,60.79,95.82,61.56,64.28,65.97,60.6,12.54,-1.5,3.22,,,,,4.76
1999.7.1,894166.98,889555.61,39.97,,,59.3,71.8,71.8,75.1,72.1,62.5,28.9,75.1,72.1,39.5,45.41,86.9,110.71,,,61.7,20586,6.7,3.95,76,805,671,366,305,17855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131401.2,,,1078505,2095467,20804429,79.83,,,,,20742.9,,-5342.6,,,,,,,,4.77,6.95,,7.15,,7.89,,8.58,,2.18,,2.38,,3.12,,3.81,,100.77,1206.9,1053.88,1292.29,,80,81.32,73.13,36.54,17.83,51.71,62.962,61.68,67.46,65.88,60.49,95.82,61.56,64.22,65.84,61.3,12.61,2.84,2.88,,,,,4.99
1999.8.1,894166.98,889555.61,39.97,,,58.2,71.9,71.9,77.4,70.7,60.6,28.4,77.4,70.7,39.5,45.94,75.2,109.01,,,61.1,20532,6.2,3.91,50,727,637,363,274,17808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131401.2,,,461892,2189534,20496272,81.05,,,,,22090,,-4267.1,,,,,,,,4.73,8.11,,8.17,,8.91,,9.88,,3.38,,3.44,,4.18,,5.15,,98.64,1184.9,1070.85,1244.15,,80.82,82.27,74.31,38.99,19.38,52.02,62.709,61.68,67.66,65.88,61.65,95.72,61.5,64.22,65.59,61.3,12.61,2.84,2.88,,,,,5.07
1999.9.1,894166.98,889555.61,41.96,,,59.4,73.5,73.5,77.5,73.4,61.3,30.5,77.5,73.4,41.58,48.31,84.4,111.05,,,61.8,20999,5.2,3.94,38,593,562,335,227,18264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131401.2,,,1079239,2066618,21021039,78.4,,,,,24839.4,,-3500.1,,,,,,,,4.72,8.16,,8.56,,9.33,,10.41,,3.44,,3.84,,4.61,,5.69,,97.62,1218.7,1137.17,1295.72,,81.16,82.89,75.07,40.37,22.04,52.2,62.393,61.68,68.28,65.82,61.96,95.21,61.5,64.22,65.46,61.3,12.61,2.84,2.88,,,,,5.22
1999.10.1,914169.21,904441.64,42.05,,,62.3,70.9,70.9,72.7,72.6,64.2,31.1,72.7,72.6,41.75,47.08,75.9,109.01,,,62.1,21170,5,3.78,36,599,509,313,196,18364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135984.2,,,1297503,1958689,21490623,77.73,,,,,23349.8,,-3771.1,,,,,,,,4.76,7.75,,8,,8.28,,9.12,,2.99,,3.24,,3.52,,4.36,,96.6,1200.5,1152.89,1266.17,,81.48,83.23,76.92,42.61,21.37,52.59,62.709,61.85,69.2,65.77,62.82,96.32,61.56,64.33,65.27,62,10.27,2.13,2.19,,,,,5.2
1999.11.1,914169.21,904441.64,43.96,,,69.1,75.1,75.1,80.5,74.3,70.3,31.9,80.5,74.3,43.66,46.91,81.7,111.39,,,61.8,21129,4.8,3.64,32,597,457,282,175,18492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135984.2,,,1069696,1980365,20897317,74.95,,,,,23998.2,,-3516.7,,,,,,,,4.75,7.4,,8.32,,8.46,,9.53,,2.65,,3.57,,3.71,,4.78,,99.22,1157.5,1126.14,1168.79,,81.24,83.06,77.68,43.26,23.1,52.7,62.962,61.79,69.53,66.68,62.41,95.72,61.82,64.33,65.2,62,10.27,2.13,2.19,,,,,5.42
1999.12.1,914169.21,904441.64,43.78,,,69.4,76.4,76.4,81.2,75.8,70.1,31.2,81.2,75.8,43.48,47.08,83,111.84,,,60.7,20673,5.2,3.47,33,684,455,282,173,18412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135984.2,,,1337225,2945812,21195676,78.64,,,,,28486.7,,-3896.7,,,,,,,,4.77,7.61,,8.83,,8.85,,9.85,,2.84,,4.06,,4.08,,5.08,,102.57,1145.4,1121.84,1150.55,,80.49,82.36,76.92,42.46,23.59,52.84,63.277,61.79,69.15,66.79,62.11,93.8,61.87,64.33,65.14,62,10.27,2.13,2.19,,,,,5.3
2000.1.1,939479.8,922375.05,44.78,59.3,55,69.5,77.6,77.6,85.3,75.3,71,32.8,85.3,75.3,44.79,46.44,83.9,108.88,,,59.6,20209.8,5.7,3.36,30,752,481,314,167,18142.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138646.3,,,879308,2039890,22611320,78,,,,,26618.7,,-2227.6,,,,,,,,4.76,7.78,,8.87,,9.28,,10.25,,3.02,,4.11,,4.52,,5.49,,103.45,1122.1,1049.67,1097.08,,81.24,83.06,77.86,44.27,23.36,53.24,64.098,61.69,69.02,68.37,62.42,93.26,62.32,64.7,65.15,63.6,5.24,1.09,0.44,,,,,5.45
2000.2.1,939479.8,922375.05,44.87,60.4,55,68.4,77.2,77.2,86.8,73.9,70.1,33,86.8,73.9,44.71,48.51,82.3,108.08,,,59.6,20234.7,5.7,3.38,27,732,493,328,165,18124.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138646.3,,,1033778,1923855,22635347,78.17,,,,,25172.4,,-2503.2,,,,,,,,5.01,7.56,,8.52,8.53,8.99,,10.01,,2.55,,3.51,3.52,3.98,,5,,105.15,1131.8,1034.36,1096.09,,80.74,82.71,77.77,45.06,24.72,53.37,64.035,61.75,68.88,68.3,62.54,92.98,62.58,64.83,65.28,63.6,5.24,1.09,0.44,902.73,,,,5.73
2000.3.1,939479.8,922375.05,45.38,65.4,55.6,68.4,76.7,76.7,83.2,75.5,69.7,33,83.2,75.5,45.12,48.77,77.5,109.17,,,60.5,20696.3,5.1,3.39,27,659,455,308,147,18300.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138646.3,,,1791282,2721235,24039017,79.79,,,,,24806.1,,-1784.5,,,,,,,,5.09,7.43,,8.37,8.35,9.06,,10,,2.34,,3.28,3.26,3.97,,4.91,,106.22,1108.3,1046.95,1065.46,,80.57,82.63,77.77,44.92,25.1,53.29,63.656,61.75,68.95,68.37,62.48,92.89,63.21,65.29,65.34,63.6,5.24,1.09,0.44,878.38,,,,5.85
2000.4.1,960704.6,936390.87,45.12,69.7,55,69.4,73.3,73.3,74.5,75.5,72,33.1,74.5,75.5,44.73,49.2,79.5,107.28,,,61.3,21115.1,4.5,3.46,20,561,428,295,133,18508.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140536.6,,,2136387,2203888,25579114,78.47,,,,,25906.4,,-1012.2,,,,,,,,5.09,7.46,,8.37,8.34,8.95,,9.97,,2.37,,3.28,3.25,3.86,,4.88,,107.02,1110.3,1026.34,1011.82,,79.92,81.75,77.51,42.1,22.35,53.25,63.908,61.69,68.52,69.3,61.73,92.23,63.34,65.35,65.47,62.8,0.96,0.78,1.78,779.75,,,,6.02
2000.5.1,960704.6,936390.87,46.85,72.4,56.2,71.7,76.9,76.9,84.8,74.7,75.6,34,84.8,74.7,46.45,50.63,77.8,112.18,,,61.8,21419.9,4.1,3.42,17,546,371,237,134,18731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140536.6,,,1477703,2055694,25898157,76.96,,,,,25492.1,,-948.4,,,,,,,,5.11,7.53,,8.37,8.34,8.96,,9.91,,2.42,,3.26,3.23,3.85,,4.8,,107.99,1133.8,1063.3,1053.64,,79.92,81.93,77.09,45.21,25.63,53.24,64.604,61.88,68.66,69.37,61.36,92.51,63.09,65.16,65.54,62.8,0.96,0.78,1.78,720.77,,,,6.27
